band,STM,value,class,endmember
red,q10,-9999,4,coniferous forest
red,q10,183,4,coniferous forest
red,q10,305,4,coniferous forest
red,q10,72,4,coniferous forest
red,q10,349,4,coniferous forest
red,q10,24,4,coniferous forest
red,q10,212,4,coniferous forest
red,q10,29,4,coniferous forest
red,q10,139,4,coniferous forest
red,q10,79,4,coniferous forest
red,q10,226,4,coniferous forest
red,q10,198,4,coniferous forest
red,q10,63,4,coniferous forest
red,q10,175,4,coniferous forest
red,q10,23,4,coniferous forest
red,q10,225,4,coniferous forest
red,q10,116,4,coniferous forest
red,q10,155,4,coniferous forest
red,q10,366,4,coniferous forest
red,q10,50,4,coniferous forest
red,q10,61,4,coniferous forest
red,q10,174,4,coniferous forest
red,q10,304,4,coniferous forest
red,q10,120,4,coniferous forest
red,q10,91,4,coniferous forest
red,q10,258,4,coniferous forest
red,q10,221,4,coniferous forest
red,q10,142,4,coniferous forest
red,q10,160,4,coniferous forest
red,q10,246,4,coniferous forest
red,q10,204,4,coniferous forest
red,q10,224,4,coniferous forest
red,q10,651,4,coniferous forest
red,q10,198,4,coniferous forest
red,q10,764,4,coniferous forest
red,q10,169,4,coniferous forest
red,q10,79,4,coniferous forest
red,q10,128,4,coniferous forest
red,q10,81,4,coniferous forest
red,q10,142,4,coniferous forest
red,q10,215,4,coniferous forest
red,q10,174,4,coniferous forest
red,q10,198,4,coniferous forest
red,q10,58,4,coniferous forest
red,q10,232,4,coniferous forest
red,q10,412,4,coniferous forest
red,q10,199,4,coniferous forest
red,q10,455,4,coniferous forest
red,q10,155,4,coniferous forest
red,q10,261,4,coniferous forest
red,q10,228,4,coniferous forest
red,q10,187,4,coniferous forest
red,q10,146,4,coniferous forest
red,q10,189,4,coniferous forest
red,q10,209,4,coniferous forest
red,q10,39,4,coniferous forest
red,q10,204,4,coniferous forest
red,q10,266,4,coniferous forest
red,q10,320,4,coniferous forest
red,q10,200,4,coniferous forest
red,q10,243,4,coniferous forest
red,q10,288,4,coniferous forest
red,q10,208,4,coniferous forest
red,q10,321,4,coniferous forest
red,q10,164,4,coniferous forest
red,q10,210,4,coniferous forest
red,q10,209,4,coniferous forest
red,q10,132,4,coniferous forest
red,q10,196,4,coniferous forest
red,q10,181,4,coniferous forest
red,q10,210,4,coniferous forest
red,q10,193,4,coniferous forest
red,q10,257,4,coniferous forest
red,q10,1024,4,coniferous forest
red,q10,615,4,coniferous forest
red,q50,81,4,coniferous forest
red,q50,777,4,coniferous forest
red,q50,474,4,coniferous forest
red,q50,215,4,coniferous forest
red,q50,196,4,coniferous forest
red,q50,185,4,coniferous forest
red,q50,164,4,coniferous forest
red,q50,296,4,coniferous forest
red,q50,228,4,coniferous forest
red,q50,403,4,coniferous forest
red,q50,128,4,coniferous forest
red,q50,196,4,coniferous forest
red,q50,209,4,coniferous forest
red,q50,152,4,coniferous forest
red,q50,668,4,coniferous forest
red,q50,157,4,coniferous forest
red,q50,130,4,coniferous forest
red,q50,80,4,coniferous forest
red,q50,206,4,coniferous forest
red,q50,173,4,coniferous forest
red,q50,162,4,coniferous forest
red,q50,232,4,coniferous forest
red,q50,374,4,coniferous forest
red,q50,294,4,coniferous forest
red,q50,168,4,coniferous forest
red,q50,121,4,coniferous forest
red,q50,290,4,coniferous forest
red,q50,501,4,coniferous forest
red,q50,189,4,coniferous forest
red,q50,664,4,coniferous forest
red,q50,838,4,coniferous forest
red,q50,605,4,coniferous forest
red,q50,117,4,coniferous forest
red,q50,96,4,coniferous forest
red,q50,396,4,coniferous forest
red,q50,363,4,coniferous forest
red,q50,76,4,coniferous forest
red,q50,474,4,coniferous forest
red,q50,291,4,coniferous forest
red,q50,552,4,coniferous forest
red,q50,194,4,coniferous forest
red,q50,647,4,coniferous forest
red,q50,457,4,coniferous forest
red,q50,138,4,coniferous forest
red,q50,319,4,coniferous forest
red,q50,176,4,coniferous forest
red,q50,276,4,coniferous forest
red,q50,327,4,coniferous forest
red,q50,344,4,coniferous forest
red,q50,208,4,coniferous forest
red,q50,433,4,coniferous forest
red,q50,252,4,coniferous forest
red,q50,733,4,coniferous forest
red,q50,219,4,coniferous forest
red,q50,192,4,coniferous forest
red,q50,429,4,coniferous forest
red,q50,353,4,coniferous forest
red,q50,243,4,coniferous forest
red,q50,251,4,coniferous forest
red,q50,467,4,coniferous forest
red,q50,586,4,coniferous forest
red,q50,230,4,coniferous forest
red,q50,240,4,coniferous forest
red,q50,295,4,coniferous forest
red,q50,-9999,4,coniferous forest
red,q50,318,4,coniferous forest
red,q50,468,4,coniferous forest
red,q50,315,4,coniferous forest
red,q50,386,4,coniferous forest
red,q50,-9999,4,coniferous forest
red,q50,705,4,coniferous forest
red,q50,-9999,4,coniferous forest
red,q50,299,4,coniferous forest
red,q50,483,4,coniferous forest
red,q50,-9999,4,coniferous forest
red,q50,407,4,coniferous forest
red,q50,333,4,coniferous forest
red,q50,318,4,coniferous forest
red,q50,398,4,coniferous forest
red,q50,672,4,coniferous forest
red,q50,402,4,coniferous forest
red,q50,30,4,coniferous forest
red,q50,148,4,coniferous forest
red,q50,90,4,coniferous forest
red,q50,283,4,coniferous forest
red,q50,201,4,coniferous forest
red,q50,281,4,coniferous forest
red,q50,221,4,coniferous forest
red,q50,390,4,coniferous forest
red,q50,322,4,coniferous forest
red,q50,188,4,coniferous forest
red,q50,195,4,coniferous forest
red,q50,366,4,coniferous forest
red,q50,180,4,coniferous forest
red,q50,152,4,coniferous forest
red,q50,204,4,coniferous forest
red,q50,304,4,coniferous forest
red,q50,356,4,coniferous forest
red,q50,122,4,coniferous forest
red,q50,302,4,coniferous forest
red,q50,738,4,coniferous forest
red,q50,174,4,coniferous forest
red,q50,611,4,coniferous forest
red,q50,279,4,coniferous forest
red,q50,540,4,coniferous forest
red,q50,225,4,coniferous forest
red,q50,651,4,coniferous forest
red,q50,442,4,coniferous forest
red,q50,765,4,coniferous forest
red,q50,327,4,coniferous forest
red,q50,261,4,coniferous forest
red,q50,128,4,coniferous forest
red,q50,204,4,coniferous forest
red,q50,313,4,coniferous forest
red,q50,265,4,coniferous forest
red,q50,301,4,coniferous forest
red,q50,198,4,coniferous forest
red,q50,200,4,coniferous forest
red,q50,232,4,coniferous forest
red,q50,963,4,coniferous forest
red,q50,220,4,coniferous forest
